Plan_Tarihi;Hat_Kodu;Hat_Adi;Is_Emri_Sira;Urun_Kodu;Urun_Adi;Malzeme_Kodu;Izolasyon_Cinsi;Zorluk_Derecesi;Planlanan_Bobin;Planlanan_Metraj;Bobin_Metraj;Operator_Kodu;Tahmini_Sure_Saat;Bakim_Gunu;Kapasite_Kullanim
10.03.2026;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;80;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;23;5750;250;OPR-2001;1.May;False;78.0
10.03.2026;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;81;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;14;4270;305;OPR-2001;0.97;False;80.7
10.03.2026;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;82;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;27;2700;100;OPR-2001;0.6;False;82.4
10.03.2026;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;83;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;57;5700;100;OPR-2001;1.May;False;86.1
10.03.2026;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;84;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;60;12000;200;OPR-2001;�ub.13;False;93.8
10.03.2026;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;85;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;18;5490;305;OPR-2001;1.Ara;False;97.3
10.03.2026;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;86;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;10;3000;300;OPR-2001;0.64;False;99.2
10.03.2026;XTR-2001;Özel Üretim Extruder Hattı Epsilon;87;KBL-701;Fiber Optik SM 12C Dış Tesisat;FO-SM-9;LSZH;8;29;29000;1000;OPR-2004;Ara.21;False;53.7
10.03.2026;XTR-2001;Özel Üretim Extruder Hattı Epsilon;88;KBL-702;Fiber Optik MM 24C Data Center;FO-SM-9;LSZH;9;11;8800;800;OPR-2004;Nis.59;False;70.0
10.03.2026;XTR-2001;Özel Üretim Extruder Hattı Epsilon;89;KBL-701;Fiber Optik SM 12C Dış Tesisat;FO-SM-9;LSZH;8;16;16000;1000;OPR-2004;7.Kas;False;99.6
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;90;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;13;1950;150;OPR-2002;Oca.13;False;1.A�u
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;91;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;11;1650;150;OPR-2002;1.Nis;False;3.Mar
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;92;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;53;7950;150;OPR-2002;3.�ub;False;10.Tem
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;93;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;50;5000;100;OPR-2002;�ub.42;False;15.Mar
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;94;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;7;700;100;OPR-2002;0.92;False;16.0
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;95;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;5;750;150;OPR-2002;0.76;False;16.Tem
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;96;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;37;7400;200;OPR-2002;�ub.66;False;23.May
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;97;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;60;9000;150;OPR-2002;Mar.35;False;31.9
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;98;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;58;11600;200;OPR-2002;Mar.92;False;42.6
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;99;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;26;5200;200;OPR-2002;Oca.85;False;47.4
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;100;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;21;3150;150;OPR-2002;Oca.51;False;50.3
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;101;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;13;2600;200;OPR-2002;Oca.22;False;52.7
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;102;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;11;2200;200;OPR-2002;0.99;False;54.8
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;103;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;11;1650;150;OPR-2002;1.Nis;False;56.3
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;104;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;39;3900;100;OPR-2002;2.Mar;False;59.9
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;105;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;49;7350;150;OPR-2002;�ub.83;False;66.7
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;106;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;23;3450;150;OPR-2002;1.Haz;False;69.9
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;107;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;59;11800;200;OPR-2002;Mar.98;False;80.8
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;108;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;35;7000;200;OPR-2002;�ub.54;False;87.3
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;109;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;50;5000;100;OPR-2002;�ub.42;False;91.9
10.03.2026;XTR-2002;Standart Extruder Hattı Zeta;110;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;42;8400;200;OPR-2002;�ub.96;False;99.7
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;111;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;49;3920;80;OPR-2004;�ub.26;False;8.Oca
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;112;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;26;1560;60;OPR-2004;Oca.43;False;11.Mar
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;113;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;28;1680;60;OPR-2004;Oca.48;False;14.Tem
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;114;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;32;2560;80;OPR-2004;Oca.71;False;20.0
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;115;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;29;1740;60;OPR-2004;Oca.51;False;23.Haz
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;116;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;53;3180;60;OPR-2004;�ub.13;False;30.Oca
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;117;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;29;1740;60;OPR-2004;Oca.51;False;33.7
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;118;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;27;2700;100;OPR-2004;Oca.63;False;39.3
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;119;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;31;3100;100;OPR-2004;Oca.78;False;45.6
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;120;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;58;4640;80;OPR-2004;�ub.55;False;55.2
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;121;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;11;1100;100;OPR-2004;1.�ub;False;57.4
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;122;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;12;960;80;OPR-2004;1.Tem;False;59.4
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;123;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;13;780;60;OPR-2004;1.Oca;False;61.0
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;124;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;19;1900;100;OPR-2004;Oca.32;False;64.9
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;125;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;28;2240;80;OPR-2004;Oca.59;False;69.5
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;126;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;35;2100;60;OPR-2004;Oca.66;False;73.9
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;127;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;22;1320;60;OPR-2004;Oca.33;False;76.6
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;128;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;45;4500;100;OPR-2004;�ub.31;False;85.8
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;129;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;26;2080;80;OPR-2004;Oca.52;False;90.1
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;130;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;27;2160;80;OPR-2004;Oca.55;False;94.6
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;131;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;16;960;60;OPR-2004;Oca.17;False;96.5
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;132;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;5;500;100;OPR-2004;0.79;False;97.6
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;133;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;6;600;100;OPR-2004;0.83;False;98.8
10.03.2026;XTR-2003;Ağır Hizmet Extruder Hattı Eta;134;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;5;500;100;OPR-2004;0.79;False;99.8
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;135;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;19;3800;200;OPR-2001;1.0;False;2.Eyl
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;136;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;10;3050;305;OPR-2001;0.89;False;5.�ub
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;137;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;29;7250;250;OPR-2001;1.Nis;False;10.Tem
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;138;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;19;3800;200;OPR-2001;0.91;False;13.Haz
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;139;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;47;7050;150;OPR-2001;Oca.58;False;18.Eyl
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;140;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;52;7800;150;OPR-2001;Oca.69;False;24.A�u
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;141;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;10;3000;300;OPR-2001;0.7;False;27.Oca
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;142;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;44;6600;150;OPR-2001;Oca.41;False;32.1
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;143;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;33;4950;150;OPR-2001;Oca.17;False;35.8
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;144;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;9;1800;200;OPR-2001;0.7;False;37.2
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;145;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;9;900;100;OPR-2001;0.49;False;37.9
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;146;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;13;3900;300;OPR-2001;0.83;False;40.8
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;147;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;15;2250;150;OPR-2001;0.77;False;42.5
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;148;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;53;16165;305;OPR-2001;�ub.81;False;54.8
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;149;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;58;5800;100;OPR-2001;1.Oca;False;59.2
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;150;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;48;7200;150;OPR-2001;1.May;False;64.6
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;151;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;18;2700;150;OPR-2001;0.84;False;66.7
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;152;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;31;3100;100;OPR-2001;0.72;False;69.0
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;153;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;32;9760;305;OPR-2001;Oca.87;False;76.4
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;154;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;13;2600;200;OPR-2001;0.73;False;78.4
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;155;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;45;4500;100;OPR-2001;0.91;False;81.8
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;156;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;51;5100;100;OPR-2001;1.Eyl;False;85.7
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;157;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;36;3600;100;OPR-2001;0.88;False;88.4
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;158;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;9;1350;150;OPR-2001;0.72;False;89.4
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;159;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;9;900;100;OPR-2001;0.41;False;90.1
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;160;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;44;4400;100;OPR-2001;0.9;False;93.4
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;161;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;6;600;100;OPR-2001;0.45;False;93.9
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;162;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;30;6000;200;OPR-2001;Oca.22;False;98.4
10.03.2026;XTR-2004;Kombine Extruder Hattı Theta;163;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;6;600;100;OPR-2001;0.36;False;98.9
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;164;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;7;700;100;OPR-2004;1.Tem;False;2.Nis
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;165;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;42;3360;80;OPR-2004;Mar.17;False;14.Oca
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;166;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;57;4560;80;OPR-2004;4.Haz;False;29.Eyl
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;167;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;31;2480;80;OPR-2004;�ub.52;False;38.5
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;168;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;56;5600;100;OPR-2004;Nis.33;False;58.0
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;169;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;50;4000;80;OPR-2004;Mar.64;False;71.9
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;170;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;10;800;80;OPR-2004;Oca.27;False;74.7
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;171;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;17;1020;60;OPR-2004;Oca.61;False;78.2
10.03.2026;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;172;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;58;5800;100;OPR-2004;Nis.47;False;98.3
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;1;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;18;5400;300;OPR-1003;Oca.18;False;3.Tem
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;2;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;48;12000;250;OPR-1003;�ub.42;False;12.Oca
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;3;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;16;2400;150;OPR-1003;0.86;False;13.Tem
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;4;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;34;3400;100;OPR-1003;0.94;False;16.Oca
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;5;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;54;8100;150;OPR-1003;Oca.87;False;21.Tem
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;6;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;19;5795;305;OPR-1003;Oca.46;False;25.A�u
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;7;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;16;4880;305;OPR-1003;1.Mar;False;29.Oca
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;8;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;43;6450;150;OPR-1003;Oca.58;False;33.6
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;9;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;15;1500;100;OPR-1003;0.53;False;34.7
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;10;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;55;16500;300;OPR-1003;3.Nis;False;46.1
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;11;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;16;1600;100;OPR-1003;0.63;False;47.2
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;12;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;22;6600;300;OPR-1003;Oca.39;False;51.8
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;13;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;39;11895;305;OPR-1003;�ub.54;False;60.1
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;14;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;60;18300;305;OPR-1003;Mar.67;False;72.8
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;15;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;36;3600;100;OPR-1003;0.88;False;75.3
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;16;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;43;10750;250;OPR-1003;�ub.21;False;82.8
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;17;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;50;7500;150;OPR-1003;Oca.76;False;88.0
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;18;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;27;6750;250;OPR-1003;Oca.52;False;92.7
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;19;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;35;8750;250;OPR-1003;Oca.86;False;98.7
11.03.2026;XTR-1001;Mikro Extruder Hattı Alfa;20;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;6;1500;250;OPR-1003;0.62;False;99.8
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;21;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;41;6150;150;OPR-1005;2.Tem;False;6.Nis
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;22;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;43;8600;200;OPR-1005;�ub.38;False;15.Nis
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;23;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;40;6000;150;OPR-1005;2.Nis;False;21.Haz
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;24;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;11;1100;100;OPR-1005;0.98;False;22.A�u
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;25;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;32;6400;200;OPR-1005;Oca.86;False;29.Nis
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;26;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;53;7950;150;OPR-1005;�ub.53;False;37.7
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;27;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;15;3000;200;OPR-1005;Oca.17;False;40.8
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;28;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;26;5200;200;OPR-1005;Oca.58;False;46.2
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;29;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;21;3150;150;OPR-1005;Oca.32;False;49.5
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;30;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;21;3150;150;OPR-1005;Oca.32;False;52.8
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;31;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;50;5000;100;OPR-1005;2.May;False;58.0
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;32;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;9;1800;200;OPR-1005;0.88;False;59.9
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;33;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;7;1050;150;OPR-1005;0.79;False;61.0
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;34;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;21;2100;100;OPR-1005;Oca.25;False;63.2
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;35;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;39;5850;150;OPR-1005;2.0;False;69.3
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;36;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;40;8000;200;OPR-1005;�ub.39;False;77.6
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;37;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;14;2100;150;OPR-1005;1.May;False;79.8
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;38;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;18;2700;150;OPR-1005;1.�ub;False;82.6
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;39;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;48;9600;200;OPR-1005;�ub.61;False;92.6
11.03.2026;XTR-1002;Standart Extruder Hattı Beta;40;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;25;5000;200;OPR-1005;Oca.53;False;97.8
